Name,Publisher,Platform,Genre,Release_Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Aikatsu! Cinderella Lesson,Namco Bandai Games,3DS,Role-Playing,2012.0,0.0,0.0,0.2,0.0
Aikatsu! My No.1 Stage!,Namco Bandai Games,3DS,Misc,2015.0,0.0,0.0,0.08,0.0
Ailu de Puzzle,Capcom,PSP,Action,2012.0,0.0,0.0,0.04,0.0
Air Combat,Sony Computer Entertainment,PS,Simulation,1995.0,0.92,0.33,0.52,0.05
Air Conflicts: Aces of World War II,Graffiti,PSP,Simulation,2009.0,0.05,0.0,0.0,0.0
Air Conflicts: Secret Wars,bitComposer Games,PC,Simulation,2011.0,0.0,0.02,0.0,0.01
Air Conflicts: Secret Wars,bitComposer Games,PS3,Simulation,2011.0,0.1,0.06,0.0,0.03
Air Conflicts: Secret Wars,bitComposer Games,X360,Simulation,2011.0,0.06,0.02,0.0,0.01
Air Raid,Men-A-Vision,2600,Action,1981.0,0.72,0.04,0.0,0.01
Air Traffic Chaos,Ertain,DS,Simulation,2007.0,0.05,0.0,0.0,0.0
AirForce Delta Storm,Konami Digital Entertainment,GBA,Shooter,2002.0,0.02,0.01,0.0,0.0
AirForce Delta Storm,Konami Digital Entertainment,XB,Shooter,2001.0,0.14,0.04,0.0,0.01
AirForce Delta Strike,Konami Digital Entertainment,PS2,Simulation,2004.0,0.05,0.04,0.0,0.01
Airblade,Sony Computer Entertainment,PS2,Sports,2001.0,0.11,0.09,0.0,0.03
Airborne Troops: Countdown to D-Day,Playlogic Game Factory,PS2,Shooter,2005.0,0.06,0.05,0.0,0.02
Airline Tycoon,Interplay,PC,Simulation,2000.0,0.0,0.01,0.0,0.0
Airline Tycoon 2,Kalypso Media,PC,Simulation,2011.0,0.0,0.04,0.0,0.01
Airlock,Data Age,2600,Action,1981.0,0.36,0.02,0.0,0.0
Airport Simulator,Unknown,PC,Simulation,2011.0,0.0,0.02,0.0,0.0
Airship Q,Cygames,PSV,Platform,2015.0,0.0,0.0,0.03,0.0
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,Marvelous Interactive,DS,Adventure,2008.0,0.0,0.0,0.06,0.0
Akai Ito DS,Alchemist,DS,Adventure,2008.0,0.0,0.0,0.02,0.0
Akai Katana Shin,Cave,X360,Shooter,2011.0,0.04,0.0,0.01,0.0
Akane Iro ni Somaru Saka Parallel,GN Software,PS2,Adventure,2008.0,0.0,0.0,0.03,0.0
Akatsuki no Amaneka to Aoi Kyojin,CyberFront,PSP,Strategy,2010.0,0.0,0.0,0.01,0.0
Akatsuki no Goei Trinity,5pb,PS3,Adventure,2012.0,0.0,0.0,0.01,0.0
Akatsuki no Goei Trinity,5pb,PSP,Adventure,2012.0,0.0,0.0,0.01,0.0
Akiba's Trip,Acquire,PSP,Adventure,2011.0,0.0,0.0,0.14,0.0
Akiba's Trip Plus,Acquire,PSP,Adventure,2012.0,0.0,0.0,0.08,0.0
Akiba's Trip: Undead & Undressed,Acquire,PS4,Action,2014.0,0.08,0.0,0.01,0.02
Akiba's Trip: Undead & Undressed,Nippon Ichi Software,PS3,Action,2013.0,0.05,0.01,0.04,0.01
Akiba's Trip: Undead & Undressed,Nippon Ichi Software,PSV,Action,2013.0,0.04,0.02,0.08,0.01
Akko ni Omakase! Brain Shock,Taito,DS,Misc,2006.0,0.0,0.0,0.04,0.0
Akuji the Heartless,Eidos Interactive,PS,Platform,1998.0,0.07,0.04,0.0,0.01
Aladdin Magic Racer,Big Ben Interactive,Wii,Racing,2011.0,0.01,0.0,0.0,0.0
Alan Wake,Microsoft Game Studios,X360,Action,2010.0,0.66,0.5,0.05,0.13
Alan Wake,Nordic Games,PC,Action,2012.0,0.0,0.06,0.0,0.01
Alexi Lalas International Soccer,Take-Two Interactive,PS,Sports,1998.0,0.04,0.03,0.0,0.0
Alfa Romeo Racing Italiano,Black Bean Games,PS2,Racing,2005.0,0.01,0.01,0.0,0.0
Alia's Carnival! Sacrament,dramatic create,PSV,Adventure,2015.0,0.0,0.0,0.03,0.0
Alias,Acclaim Entertainment,PS2,Action,2004.0,0.05,0.04,0.0,0.01
Alias,Acclaim Entertainment,XB,Action,2004.0,0.04,0.01,0.0,0.0
Alice in Wonderland,Disney Interactive Studios,DS,Adventure,2010.0,0.25,0.17,0.0,0.04
Alice in Wonderland,Disney Interactive Studios,Wii,Adventure,2010.0,0.25,0.21,0.0,0.05
Alice: Madness Returns,Electronic Arts,PC,Adventure,2011.0,0.0,0.1,0.0,0.02
Alice: Madness Returns,Electronic Arts,PS3,Adventure,2011.0,0.22,0.24,0.04,0.08
Alice: Madness Returns,Electronic Arts,X360,Adventure,2011.0,0.27,0.14,0.04,0.04
Alien,20th Century Fox Video Games,2600,Action,1981.0,0.74,0.04,0.0,0.01
Alien Breed Trilogy,Mastertronic,X360,Shooter,2011.0,0.0,0.02,0.0,0.0
Alien Hominid,O3 Entertainment,GC,Shooter,2004.0,0.07,0.02,0.0,0.0
Alien Hominid,Zoo Digital Publishing,PS2,Shooter,2004.0,0.05,0.04,0.0,0.01
Alien Monster Bowling League,Destineer,Wii,Sports,2009.0,0.09,0.0,0.0,0.01
Alien Resurrection,Fox Interactive,PS,Shooter,2000.0,0.09,0.06,0.0,0.01
Alien Syndrome,Sega,PSP,Role-Playing,2007.0,0.07,0.0,0.0,0.01
Alien Syndrome,Sega,Wii,Role-Playing,2007.0,0.05,0.0,0.0,0.0
Alien Trilogy,Acclaim Entertainment,PS,Shooter,1996.0,0.24,0.16,0.04,0.03
Alien's Return,ITT Family Games,2600,Action,1982.0,0.32,0.02,0.0,0.0
Alien: Isolation,Sega,PC,Shooter,2014.0,0.0,0.14,0.0,0.01
Alien: Isolation,Sega,PS3,Shooter,2014.0,0.12,0.16,0.0,0.05
Alien: Isolation,Sega,PS4,Shooter,2014.0,0.34,0.57,0.04,0.17
Alien: Isolation,Sega,X360,Shooter,2014.0,0.15,0.1,0.0,0.02
Alien: Isolation,Sega,XOne,Shooter,2014.0,0.22,0.24,0.0,0.04
Alienators: Evolution Continues,Activision,GBA,Action,2001.0,0.03,0.01,0.0,0.0
Aliens in the Attic,Playlogic Game Factory,DS,Action,2009.0,0.05,0.0,0.0,0.0
Aliens in the Attic,Playlogic Game Factory,Wii,Action,2009.0,0.07,0.0,0.0,0.01
Aliens versus Predator: Extinction,Electronic Arts,PS2,Strategy,2003.0,0.09,0.07,0.0,0.02
Aliens versus Predator: Extinction,Electronic Arts,XB,Strategy,2003.0,0.06,0.02,0.0,0.0
Aliens vs Predator,Sega,PC,Shooter,2010.0,0.0,0.17,0.0,0.02
Aliens vs Predator,Sega,PS3,Shooter,2010.0,0.41,0.46,0.0,0.18
Aliens vs Predator,Sega,X360,Shooter,2010.0,0.55,0.4,0.0,0.11
Aliens vs Predator: Requiem,Vivendi Games,PSP,Action,2007.0,0.03,0.12,0.0,0.07
Aliens: Colonial Marines,Sega,PC,Shooter,2013.0,0.1,0.06,0.0,0.02
Aliens: Colonial Marines,Sega,PS3,Shooter,2013.0,0.2,0.29,0.0,0.11
Aliens: Colonial Marines,Sega,X360,Shooter,2013.0,0.36,0.34,0.0,0.07
Aliens: Infestation,Sega,DS,Action,2011.0,0.09,0.05,0.0,0.02
All Grown Up! Express Yourself,THQ,GBA,Misc,2004.0,0.13,0.05,0.0,0.0
All Japan Pro Wrestling featuring Virtua,Sega,SAT,Fighting,1997.0,0.0,0.0,0.15,0.0
All Kamen Rider: Rider Generation,Namco Bandai Games,DS,Action,2011.0,0.0,0.0,0.12,0.0
All Kamen Rider: Rider Generation 2,Namco Bandai Games,DS,Action,2012.0,0.0,0.0,0.1,0.0
All Kamen Rider: Rider Generation 2,Namco Bandai Games,PSP,Action,2012.0,0.0,0.0,0.06,0.0
All Points Bulletin,Electronic Arts,PC,Role-Playing,2010.0,0.0,0.03,0.0,0.01
All Star Cheer Squad,THQ,DS,Sports,2008.0,0.26,0.0,0.0,0.02
All Star Cheer Squad,THQ,Wii,Sports,2008.0,0.43,0.29,0.0,0.08
All Star Cheer Squad 2,THQ,Wii,Sports,2009.0,0.12,0.0,0.0,0.01
All Star Karate,THQ,Wii,Action,2010.0,0.13,0.07,0.0,0.02
All Star Pro-Wrestling,SquareSoft,PS2,Fighting,2000.0,0.0,0.0,0.2,0.0
All Star Tennis 99,Ubisoft,N64,Sports,1999.0,0.04,0.01,0.0,0.0
All-Pro Football 2K8,Take-Two Interactive,PS3,Sports,2007.0,0.14,0.0,0.0,0.01
All-Pro Football 2K8,Take-Two Interactive,X360,Sports,2007.0,0.24,0.0,0.0,0.02
All-Star Baseball 2000,Acclaim Entertainment,N64,Sports,1999.0,0.36,0.03,0.0,0.0
All-Star Baseball 2001,Acclaim Entertainment,N64,Sports,2000.0,0.22,0.01,0.0,0.0
All-Star Baseball 2002,Acclaim Entertainment,GC,Sports,2001.0,0.17,0.04,0.0,0.01
All-Star Baseball 2002,Acclaim Entertainment,PS2,Sports,2001.0,0.27,0.21,0.0,0.07
All-Star Baseball 2003,Acclaim Entertainment,GBA,Sports,2002.0,0.11,0.04,0.0,0.0
All-Star Baseball 2003,Acclaim Entertainment,GC,Sports,2002.0,0.12,0.03,0.0,0.0
All-Star Baseball 2003,Acclaim Entertainment,PS2,Sports,2002.0,0.38,0.29,0.0,0.1
All-Star Baseball 2003,Acclaim Entertainment,XB,Sports,2002.0,0.19,0.06,0.0,0.01
All-Star Baseball 2004,Acclaim Entertainment,GBA,Sports,2003.0,0.05,0.02,0.0,0.0
All-Star Baseball 2004,Acclaim Entertainment,GC,Sports,2003.0,0.06,0.02,0.0,0.0
All-Star Baseball 2004,Acclaim Entertainment,PS2,Sports,2003.0,0.21,0.16,0.0,0.05
All-Star Baseball 2004,Acclaim Entertainment,XB,Sports,2003.0,0.1,0.03,0.0,0.0
All-Star Baseball 99,Acclaim Entertainment,N64,Sports,1998.0,0.44,0.04,0.0,0.0
Alleyway,Nintendo,GB,Puzzle,1989.0,0.96,0.38,0.55,0.05
Allied General,SSI,PS,Strategy,1996.0,0.11,0.07,0.0,0.01
Alone in the Dark,Atari,PC,Adventure,2008.0,0.0,0.01,0.0,0.0
Alone in the Dark,Atari,PS2,Adventure,2008.0,0.03,0.02,0.0,0.01
Alone in the Dark,Atari,Wii,Adventure,2008.0,0.09,0.08,0.0,0.02
Alone in the Dark,Atari,X360,Adventure,2008.0,0.14,0.3,0.0,0.05
Alone in the Dark: Inferno,Atari,PS3,Adventure,2008.0,0.09,0.03,0.0,0.02
Alone in the Dark: One-Eyed Jack's Revenge,Infogrames,PS,Adventure,1996.0,0.17,0.12,0.0,0.02
Alpha Protocol,Sega,PC,Role-Playing,2010.0,0.0,0.03,0.0,0.01
Alpha Protocol,Sega,PS3,Role-Playing,2010.0,0.19,0.17,0.0,0.07
Alpha Protocol,Sega,X360,Role-Playing,2010.0,0.23,0.12,0.0,0.04
Alpha and Omega,Unknown,DS,Action,2010.0,0.06,0.0,0.0,0.0
Alter Echo,THQ,PS2,Shooter,2003.0,0.06,0.05,0.0,0.02
Alter Echo,THQ,XB,Shooter,2003.0,0.04,0.01,0.0,0.0
Alter Ego,Activision,PC,Simulation,1985.0,0.0,0.03,0.0,0.01
Altered Beast: Guardian of the Realms,THQ,GBA,Action,2002.0,0.07,0.02,0.0,0.0
Alundra,Psygnosis,PS,Role-Playing,1997.0,0.13,0.09,0.0,0.01
Alundra 2: A New Legend Begins,Activision,PS,Role-Playing,1999.0,0.15,0.1,0.0,0.02
Alvin and the Chipmunks,Brash Entertainment,DS,Misc,2007.0,0.12,0.0,0.0,0.01
Alvin and the Chipmunks,Brash Entertainment,PS2,Misc,2007.0,0.04,0.03,0.0,0.01
Alvin and the Chipmunks,Eidos Interactive,Wii,Misc,2007.0,0.05,0.0,0.0,0.0
Alvin and the Chipmunks: Chipwrecked,505 Games,DS,Misc,2011.0,0.06,0.03,0.0,0.01
Alvin and the Chipmunks: Chipwrecked,505 Games,Wii,Misc,2011.0,0.07,0.01,0.0,0.01
Alvin and the Chipmunks: Chipwrecked,505 Games,X360,Misc,2011.0,0.09,0.01,0.0,0.01
Alvin and the Chipmunks: The Squeakquel,Majesco Entertainment,DS,Misc,2009.0,0.27,0.0,0.0,0.02
Alvin and the Chipmunks: The Squeakquel,Majesco Entertainment,Wii,Misc,2009.0,0.09,0.0,0.0,0.01
Amagami,Enterbrain,PS2,Adventure,2009.0,0.0,0.0,0.13,0.0
Amagami,Kadokawa Games,PSV,Adventure,2014.0,0.0,0.0,0.04,0.0
Amagami,Kadokawa Shoten,PSP,Adventure,2011.0,0.0,0.0,0.15,0.0
Amagoushi no Yakata,Nippon Ichi Software,PS2,Adventure,2007.0,0.0,0.0,0.02,0.0
Amatsumi Sora ni! Kumo no Hatate ni,Prototype,PSV,Adventure,2015.0,0.0,0.0,0.02,0.0
Amazing Adventures: The Forgotten Ruins,PopCap Games,DS,Adventure,2008.0,0.13,0.08,0.0,0.02
Amazing Island,Sega,GC,Strategy,2004.0,0.04,0.01,0.0,0.0
America Oudan Ultra-Quiz,Victor Interactive,SAT,Misc,1995.0,0.0,0.0,0.02,0.0
America's Army: Rise of a Soldier,Ubisoft,XB,Shooter,2005.0,0.19,0.05,0.0,0.01
America's Army: True Soldiers,Ubisoft,X360,Shooter,2007.0,0.08,0.0,0.0,0.01
America's Next Top Model,Crave Entertainment,Wii,Action,2010.0,0.07,0.0,0.0,0.0
America's Next Top Model,Eidos Interactive,DS,Action,2008.0,0.1,0.0,0.0,0.01
America's Test Kitchen: Let's Get Cooking,Nintendo,DS,Simulation,2010.0,0.25,0.0,0.0,0.02
American Bass Challenge,Starfish,GBA,Sports,2001.0,0.03,0.01,0.0,0.0
American Chopper,Zoo Digital Publishing,PS2,Racing,2004.0,0.35,0.01,0.0,0.06
American Chopper,Zoo Digital Publishing,XB,Racing,2004.0,0.11,0.03,0.0,0.01
American Chopper 2: Full Throttle,Activision,GC,Racing,2005.0,0.04,0.01,0.0,0.0
American Chopper 2: Full Throttle,Zoo Digital Publishing,PS2,Racing,2005.0,0.09,0.07,0.0,0.02
American Chopper 2: Full Throttle,Zoo Digital Publishing,XB,Racing,2005.0,0.04,0.01,0.0,0.0
American Girl: Julie Finds a Way,THQ,DS,Adventure,2007.0,0.1,0.0,0.0,0.01
American Girl: Kit Mystery Challenge!,THQ,DS,Adventure,2008.0,0.42,0.0,0.0,0.03
American Idol,Codemasters,GBA,Misc,2003.0,0.15,0.06,0.0,0.0
American Idol,Codemasters,PS2,Misc,2003.0,0.27,0.21,0.0,0.07
Amnesia,Idea Factory,PSP,Adventure,2011.0,0.0,0.0,0.04,0.0
Amnesia Crowd,Idea Factory,PSP,Misc,2013.0,0.0,0.0,0.05,0.0
Amnesia Later,Idea Factory,PSP,Misc,2012.0,0.0,0.0,0.05,0.0
Amnesia Later,Idea Factory,PSV,Misc,2014.0,0.0,0.0,0.01,0.0
Amped 2,Microsoft Game Studios,XB,Sports,2003.0,0.2,0.04,0.0,0.01
Amped 3,Take-Two Interactive,X360,Sports,2005.0,0.13,0.02,0.0,0.01
Amped: Freestyle Snowboarding,Microsoft Game Studios,XB,Sports,2001.0,0.69,0.11,0.0,0.02
Amplitude,Sony Computer Entertainment,PS2,Misc,2003.0,0.09,0.07,0.0,0.02
An American Tail: Fievel's Gold Rush,Conspiracy Entertainment,GBA,Platform,2002.0,0.02,0.01,0.0,0.0
Anarchy Reigns,Sega,PS3,Action,2012.0,0.1,0.03,0.06,0.02
Anarchy Reigns,Sega,X360,Action,2012.0,0.12,0.02,0.02,0.01
And1 Streetball,Ubisoft,PS2,Action,2006.0,0.13,0.1,0.0,0.03
And1 Streetball,Ubisoft,XB,Action,2006.0,0.06,0.02,0.0,0.0
Andretti Racing,Electronic Arts,PS,Racing,1996.0,0.43,0.29,0.0,0.05
Angel Blade: Neo Tokyo Guardians,On Demand,PS,Role-Playing,1997.0,0.12,0.08,0.0,0.01
Angelique Duet,Tecmo Koei,PS,Strategy,1998.0,0.0,0.0,0.04,0.0
Angelique Retour,Tecmo Koei,PSV,Action,2015.0,0.0,0.0,0.02,0.0
Angelique Trois,Tecmo Koei,PS2,Adventure,2000.0,0.0,0.0,0.06,0.0
Angelique: Maren no Rokukishi,Idea Factory,PSP,Adventure,2011.0,0.0,0.0,0.03,0.0
Angler's Club: Ultimate Bass Fishing 3D,D3Publisher,3DS,Sports,2011.0,0.0,0.03,0.0,0.0
Angry Birds,Focus Home Interactive,PC,Puzzle,2011.0,0.0,0.18,0.0,0.05
Angry Birds Star Wars,Activision,3DS,Strategy,2013.0,0.15,0.15,0.0,0.03
Angry Birds Star Wars,Activision,PS3,Strategy,2013.0,0.1,0.14,0.0,0.05
Angry Birds Star Wars,Activision,PS4,Strategy,2013.0,0.1,0.08,0.0,0.04
Angry Birds Star Wars,Activision,PSV,Strategy,2013.0,0.03,0.03,0.0,0.02
Angry Birds Star Wars,Activision,Wii,Strategy,2013.0,0.15,0.09,0.0,0.02
Angry Birds Star Wars,Activision,WiiU,Strategy,2013.0,0.05,0.04,0.0,0.01
Angry Birds Star Wars,Activision,X360,Strategy,2013.0,0.16,0.1,0.0,0.02
Angry Birds Star Wars,Activision,XOne,Strategy,2013.0,0.11,0.04,0.0,0.02
Angry Birds Trilogy,Activision,3DS,Action,2012.0,0.38,0.2,0.0,0.05
Angry Birds Trilogy,Activision,PS3,Action,2012.0,0.12,0.02,0.0,0.03
Angry Birds Trilogy,Activision,X360,Action,2012.0,0.18,0.05,0.0,0.02
Angry Birds: Rio,Focus Home Interactive,PC,Puzzle,2011.0,0.0,0.07,0.0,0.02
AniMates!,Lexicon Entertainment,DS,Simulation,2007.0,0.02,0.0,0.0,0.0
Anima - Gate of Memories,Avanquest,PS4,Action,2016.0,0.0,0.02,0.0,0.0
Animal Crossing,Nintendo,GC,Simulation,2001.0,1.92,0.16,0.99,0.09
Animal Crossing: Amiibo Festival,Nintendo,WiiU,Misc,2015.0,0.19,0.11,0.09,0.03
Animal Crossing: City Folk,Nintendo,Wii,Simulation,2008.0,1.82,1.12,1.32,0.36
Animal Crossing: Happy Home Designer,Nintendo,3DS,Simulation,2015.0,0.51,1.02,1.4,0.12
Animal Crossing: New Leaf,Nintendo,3DS,Simulation,2012.0,2.03,2.36,4.39,0.39
Animal Crossing: Wild World,Nintendo,DS,Simulation,2005.0,2.5,3.45,5.33,0.86
Animal Genius,Ubisoft,DS,Puzzle,2007.0,0.1,0.0,0.0,0.01
Animal Kingdom: Wildlife Expedition,Natsume,Wii,Adventure,2009.0,0.07,0.0,0.0,0.01
Animal Paradise,Empire Interactive,DS,Simulation,2007.0,0.09,0.14,0.0,0.02
Animal Planet: Emergency Vets,Activision,DS,Simulation,2009.0,0.08,0.0,0.0,0.01
Animal Planet: Vet Collection,Activision,DS,Simulation,2010.0,0.05,0.0,0.0,0.0
Animal Planet: Vet Life,Activision,DS,Simulation,2009.0,0.1,0.0,0.0,0.01
Animal Planet: Vet Life,Activision,Wii,Simulation,2009.0,0.08,0.0,0.0,0.01
Animaniacs Ten Pin Alley,ASC Games,PS,Sports,1998.0,0.36,0.25,0.0,0.04
Animaniacs: The Great Edgar Hunt,Ignition Entertainment,GC,Platform,2005.0,0.02,0.01,0.0,0.0
Animorphs: Shattered Reality,Infogrames,PS,Action,2000.0,0.03,0.02,0.0,0.0
Anno 1701: Dawn of Discovery,Touchstone,DS,Simulation,2007.0,0.07,0.05,0.0,0.01
Anno 2070,Ubisoft,PC,Strategy,2011.0,0.0,1.13,0.0,0.29
Anno 2205,Ubisoft,PC,Strategy,2015.0,0.02,0.22,0.0,0.02
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,5pb,PSP,Action,2012.0,0.0,0.0,0.02,0.0
Another Code R: A Journey into Lost Memories,Nintendo,Wii,Adventure,2009.0,0.0,0.03,0.03,0.0
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,Namco Bandai Games,3DS,Action,2016.0,0.0,0.0,0.06,0.0
Ant Nation,Konami Digital Entertainment,DS,Simulation,2009.0,0.06,0.01,0.0,0.01
Antiphona no Seikahime: Tenshi no Gakufu Op.A,Nippon Ichi Software,PSP,Role-Playing,2009.0,0.0,0.0,0.02,0.0
Antz Extreme Racing,Empire Interactive,PS2,Racing,2002.0,0.02,0.02,0.0,0.01
Antz Extreme Racing,Empire Interactive,XB,Racing,2002.0,0.01,0.0,0.0,0.0
Anubis II,Metro 3D,Wii,Platform,2007.0,0.06,0.0,0.0,0.0
Ao no Exorcist: Genkoku no Labyrinth,Namco Bandai Games,PSP,Action,2012.0,0.0,0.0,0.04,0.0
Ao no Kanata no Four Rhythm,Unknown,PSV,Adventure,2016.0,0.0,0.0,0.03,0.0
Aoishiro,Success,PS2,Adventure,2008.0,0.0,0.0,0.02,0.0
Apache: Air Assault,Activision,PS3,Simulation,2010.0,0.11,0.06,0.0,0.03
Apache: Air Assault,Activision,X360,Simulation,2010.0,0.12,0.03,0.0,0.01
Apache: Air Assault,Just Flight,PC,Simulation,2010.0,0.0,0.03,0.0,0.0
Apassionata: Die Galanacht der Pferde,RTL,DS,Simulation,2009.0,0.0,0.04,0.0,0.01
Ape Escape,Sony Computer Entertainment,PS,Platform,1999.0,0.71,0.48,0.32,0.11
Ape Escape,Sony Computer Entertainment,PS3,Platform,2010.0,0.0,0.03,0.0,0.01
Ape Escape 2,Sony Computer Entertainment,PS2,Platform,2002.0,0.12,0.09,0.38,0.03
Ape Escape 3,Sony Computer Entertainment,PS2,Platform,2005.0,0.06,0.05,0.0,0.02
Ape Escape Academy,Sony Computer Entertainment,PSP,Misc,2004.0,0.13,0.15,0.0,0.05
Ape Escape Academy (jp sales),Sony Computer Entertainment,PSP,Misc,2004.0,0.0,0.0,0.13,0.0
Ape Escape: On the Loose,Sony Computer Entertainment,PSP,Platform,2005.0,0.52,0.0,0.12,0.05
Ape Escape: Pumped & Primed,Sony Computer Entertainment,PS2,Misc,2004.0,0.04,0.03,0.0,0.01
Apex,Atari,XB,Racing,2003.0,0.1,0.03,0.0,0.0
Apocalypse,Activision,PS,Action,1998.0,0.25,0.17,0.0,0.03
Apollo Justice: Ace Attorney,Capcom,DS,Adventure,2007.0,0.28,0.04,0.64,0.03
Aqua Aqua,3DO,PS2,Puzzle,2000.0,0.05,0.04,0.0,0.01
Aqua Panic!,Neko Entertainment,DS,Puzzle,2009.0,0.01,0.01,0.0,0.0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,Midway Games,PS2,Racing,2007.0,0.03,0.03,0.0,0.01
Aquaman: Battle for Atlantis,TDK Mediactive,GC,Action,2003.0,0.01,0.0,0.0,0.0
Aquanaut's Holiday,Sony Computer Entertainment,PS,Adventure,1995.0,0.01,0.01,0.0,0.0
Aquanaut's Holiday: Kakusareta Kiroku,Sony Computer Entertainment,PS3,Adventure,2008.0,0.0,0.0,0.04,0.0
Aquapazza: Aquaplus Dream Match,Aqua Plus,PS3,Fighting,2012.0,0.05,0.0,0.05,0.01
Aquarium by DS,Mercury Games,DS,Simulation,2008.0,0.05,0.0,0.0,0.0
Ar Nosurge: Ode to an Unborn Star,Tecmo Koei,PS3,Role-Playing,2014.0,0.05,0.03,0.06,0.02
Ar Nosurge: Ode to an Unborn Star,Tecmo Koei,PSV,Role-Playing,2014.0,0.0,0.0,0.04,0.0
Ar tonelico 2: Melody of Metafalica,Nippon Ichi Software,PS2,Role-Playing,2007.0,0.04,0.03,0.11,0.01
Ar tonelico Qoga: Knell of Ar Ciel,Tecmo Koei,PS3,Role-Playing,2010.0,0.08,0.01,0.13,0.01
Ar tonelico: Melody of Elemia,505 Games,PS2,Role-Playing,2006.0,0.0,0.0,0.1,0.0
Arabians Lost: The Engagement on Desert,Prototype,PS2,Adventure,2007.0,0.0,0.0,0.02,0.0
Arabians Lost: The Engagement on Desert,Quinrose,PSP,Adventure,2012.0,0.0,0.0,0.01,0.0
Arc Rise Fantasia,Marvelous Interactive,Wii,Role-Playing,2009.0,0.12,0.0,0.06,0.01
Arc the Lad,Sony Computer Entertainment,PS,Role-Playing,1995.0,0.0,0.0,1.1,0.01
Arc the Lad II,Sony Computer Entertainment,PS,Role-Playing,1996.0,0.0,0.0,0.92,0.13
Arc the Lad III,Sony Computer Entertainment,PS,Role-Playing,1999.0,0.0,0.0,0.39,0.03
Arc the Lad: End of Darkness,Sony Computer Entertainment,PS2,Role-Playing,2004.0,0.03,0.02,0.0,0.01
Arc the Lad: Twilight of the Spirits,Sony Computer Entertainment,PS2,Role-Playing,2003.0,0.18,0.14,0.0,0.05
Arcade Hits: Frisky Tom,Hamster Corporation,PS,Action,2002.0,0.16,0.11,0.0,0.02
Arcade Party Pak,Midway Games,PS,Misc,1999.0,0.06,0.04,0.0,0.01
Arcade Shooting Gallery,Zoo Games,Wii,Shooter,2008.0,0.18,0.0,0.0,0.01
Arcade Zone,Activision,Wii,Misc,2009.0,0.14,0.0,0.0,0.01
Arcana Famiglia 2,Comfort,PSP,Adventure,2013.0,0.0,0.0,0.02,0.0
Arcana Famiglia: La storia della Aracana Famiglia,Comfort,PSP,Adventure,2011.0,0.0,0.0,0.05,0.0
Arcana Famiglia: Vascello Phantasma no Majutsushi,Comfort,PSP,Action,2012.0,0.0,0.0,0.02,0.0
Arcana Heart,AQ Interactive,PS2,Fighting,2007.0,0.06,0.05,0.04,0.02
Arcana Heart 3,Arc System Works,PSV,Fighting,2014.0,0.02,0.0,0.02,0.01
Arcana Heart 3,PQube,PS3,Fighting,2011.0,0.04,0.04,0.1,0.02
Arcana Heart 3,PQube,X360,Fighting,2011.0,0.0,0.02,0.02,0.0
Arcania: Gothic 4,JoWood Productions,PC,Role-Playing,2010.0,0.09,0.08,0.0,0.02
Arcania: Gothic 4,JoWood Productions,X360,Role-Playing,2010.0,0.04,0.04,0.01,0.01
Arcania: Gothic 4,Nordic Games,PS4,Role-Playing,2015.0,0.04,0.0,0.0,0.01
Archer Maclean Presents: Pool Paradise,Ignition Entertainment,GC,Sports,2004.0,0.02,0.01,0.0,0.0
Archer Maclean Presents: Pool Paradise,Ignition Entertainment,PS2,Sports,2004.0,0.03,0.02,0.0,0.01
Archer Maclean's 3D Pool,Crave Entertainment,GBA,Misc,2003.0,0.05,0.02,0.0,0.0
Archer Maclean's Mercury,Ignition Entertainment,PSP,Puzzle,2005.0,0.17,0.24,0.0,0.14
Arctic Tale,Zoo Digital Publishing,DS,Adventure,2007.0,0.13,0.0,0.0,0.01
Arctic Tale,Zoo Digital Publishing,Wii,Adventure,2007.0,0.04,0.0,0.0,0.0
Arctic Thunder,Midway Games,PS2,Racing,2001.0,0.17,0.14,0.0,0.05
Arctic Thunder,Midway Games,XB,Racing,2001.0,0.09,0.02,0.0,0.0
Are You Alice?,Idea Factory,PSP,Adventure,2011.0,0.0,0.0,0.02,0.0
Are You Smarter Than A 5th Grader?,Mindscape,DS,Misc,2007.0,0.48,0.0,0.0,0.04
Are You Smarter Than a 5th Grader? Back to School,Nintendo,Wii,Misc,2010.0,0.18,0.0,0.0,0.01
Are You Smarter Than a 5th Grader? Back to School,THQ,DS,Misc,2010.0,0.08,0.0,0.0,0.01
Are You Smarter than a 5th Grader? Game Time,THQ,DS,Puzzle,2009.0,0.22,0.0,0.0,0.02
Are You Smarter than a 5th Grader? Game Time,THQ,Wii,Puzzle,2009.0,0.25,0.0,0.0,0.02
Are You Smarter than a 5th Grader? Game Time,THQ,X360,Puzzle,2009.0,0.12,0.0,0.0,0.01
Are You Smarter than a 5th Grader? Make the Grade,THQ,DS,Misc,2008.0,0.36,0.0,0.0,0.03
Are You Smarter than a 5th Grader? Make the Grade,THQ,Wii,Misc,2008.0,0.5,0.0,0.0,0.04
